AVMT,Road_Name,FREQUENCY,COUNT_crashreport_corrected_XYTableToPoint_Person_ID
2.5672,FLEET ST,7,7
2.5672,HUNGERFORD DR,2,2
2.5672,MONROE ST,19,19
2.5717,DICKERSON RD,1,1
2.5717,OLD HUNDRED RD,22,22
2.5717,WOODFIELD RD,2,2
2.5756,CONCORD ST,2,2
2.5756,CONNECTICUT AVE,32,32
2.5879,FREDERICK RD,27,27
2.5879,RUSSELL AVE,4,4
2.5879,WATKINS MILL RD,43,43
2.5899,BEACH DR,7,7
2.5899,EAST WEST HWY,2,2
2.5899,PINEHURST PKENWORTHY,1,1
2.5905,16TH ST,14,14
2.5905,GEORGIA AVE,4,4
2.5996,,1,1
2.5996,ARCOLA AVE,2,2
2.5996,INWOOD AVE,1,1
2.5996,KEMP MILL RD,15,15
2.5996,MONTICELLO AVE,1,1
2.5996,OLD GEORGETOWN RD,2,2
2.6009,,1,1
2.6009,FALLS RD,14,14
2.6009,GREAT FALLS RD,8,8
2.6009,MARYLAND AVE,4,4
2.6009,POTOMAC VALLEY RD,2,2
2.6009,W JEFFERSON ST,6,6
2.6009,W MONTGOMERY AVE,2,2
2.6502,CONNECTICUT AVE,3,3
2.6502,EAST WEST HWY,45,45
2.6531,,2,2
2.6531,FERNWOOD RD,3,3
2.6531,OLD GEORGETOWN RD,5,5
2.6531,ROCK SPRING DR,19,19
2.6531,ROCKLEDGE DR,17,17
2.6627,BRIGGS CHANEY RD,17,17
2.6627,NEW HAMPSHIRE AVE,4,4
2.6791,,1,1
2.6791,NEBEL ST,17,17
2.6791,RANDOLPH RD,2,2
2.6884,MASSACHUSETTS AVE,3,3
2.6884,SANGAMORE RD,19,19
2.6979,,5,5
2.6979,CENTERWAY RD,30,30
2.6979,GOSHEN RD,7,7
2.6979,MONTGOMERY VILLAGE AVE,34,34
2.699,CHESHIRE DR,2,2
2.699,GROSVENOR LA,20,20
2.699,HURST ST,1,1
2.699,ROCKVILLE PIKE,28,28
2.7066,,1,1
2.7066,ELM AVE,2,2
2.7066,ETHAN ALLEN AVE,53,53
2.7066,FLOWER AVE,1,1
2.7066,NEW HAMPSHIRE AVE,15,15
2.7066,PHILADELPHIA AVE,2,2
2.7066,SYCAMORE AVE,2,2
2.7066,WOODLAND AVE,2,2
2.7164,EISENHOWER MEMORIAL HWY,8,8
2.7428,TRAVILAH RD,9,9
2.7428,TURKEY FOOT RD,2,2
2.7444,PINEY MEETINGHOUSE RD,4,4
2.7605,,5,5
2.7605,CHESTNUT AVE,1,1
2.7605,CHICAGO AVE,2,2
2.7605,HOLLY AVE,3,3
2.7605,MAPLE AVE,2,2
2.7605,PHILADELPHIA AVE,43,43
2.7605,PINEY BRANCH RD,5,5
2.761,,4,4
2.761,CONTOUR RD,2,2
2.761,LOST KNISSANFE RD,32,32
2.761,MONTGOMERY VILLAGE AVE,9,9
2.761,ODENDHAL AVE,8,8
2.7684,GERMANTOWN RD,12,12
2.7684,OBSERVATION DR,3,3
2.7684,SENECA MEADOWS PKENWORTHY,23,23
2.7765,CEDAR LA,2,2
2.7765,GROSVENOR LA,2,2
2.7765,ROCKVILLE PIKE,13,13
2.7765,TUCKERMAN LA,13,13
2.7811,,1,1
2.7811,EMORY LA,6,6
2.7811,MUNCASTER MILL RD,4,4
2.8054,GEORGIA AVE,31,31
2.8054,PLYERS MILL RD,11,11
2.8275,MUNCASTER RD,8,8
2.8275,OLNEY LAYTONSVILLE RD,4,4
2.8403,,2,2
2.8403,GEORGIA AVE,6,6
2.8403,MORNISSANNGWOOD DR,7,7
2.8403,QUEEN ELIZABETH DR,1,1
2.8882,,3,3
2.8882,EISENHOWER MEMORIAL HWY,1,1
2.8882,RESEARCH BLVD,18,18
2.8882,W MONTGOMERY AVE,1,1
2.8944,DUFIEF MILL RD,5,5
2.8944,MUDDY BRANCH RD,1,1
2.91,METRO ACCESS RD,3,3
2.9259,,4,4
2.9259,EISENHOWER MEMORIAL HWY,3,3
2.9259,FREDERICK RD,14,14
2.9259,PERRY PKENWORTHY,47,47
2.9259,S SUMMIT AVE,2,2
2.9259,W DIAMOND AVE,4,4
2.9303,CAPITAL BELTWAY,1,1
2.9303,CEDAR LA,14,14
2.9303,CEDAR LANE,1,1
2.9303,E PARKHILL DR,2,2
2.9303,ROCKVILLE PIKE,8,8
2.9593,SEVEN HILL LA,2,2
2.9593,SEVEN LOCKS RD,10,10
2.9698,,3,3
2.9698,APPLE AVE,1,1
2.9698,CAMERON ST,1,1
2.9698,COLESVILLE RD,5,5
2.9698,FENWICK LA,2,2
2.9698,GRACE CHURCH RD,2,2
2.9698,LINDEN LA,4,4
2.9698,SECOND AVE,32,32
2.9698,SEMINARY RD,2,2
2.9698,SPRING ST,6,6
2.9765,MORNISSANNG STAR DR,1,1
2.9765,NEWCUT RD,2,2
2.9765,RIDGE RD,4,4
2.9765,SNOWDEN FARM PARKENWORTHAY,6,6
2.9765,SNOWDEN FARM PKENWORTHY,17,17
2.9765,SNOWDEN FARM PKENWORTHY (PROP),7,7
2.9765,STRINGTOWN RD,1,1
3.0049,BRICKYARD RD,5,5
3.0111,TILDEN LA,8,8
3.0146,QUINCE ORCHARD RD,17,17
3.0876,,1,1
3.0876,MONTROSE RD,2,2
3.0876,SEVEN LOCKS RD,16,16
3.1145,MEADOW HALL DR,2,2
3.1145,PINNEBERG AVE,2,2
3.1145,TWINBROOK PKENWORTHY,18,18
3.1145,VEIRS MILL RD,7,7
3.1293,BRAHMS AVE,1,1
3.1293,BRIGGS CHANEY RD,3,3
3.1293,COLUMBIA PIKE,7,7
3.1293,FAIRLAND RD,10,10
3.1383,ARBUTUS AVE,1,1
3.1383,ASPEN HILL RD,5,5
3.1383,GEORGIA AVE,2,2
3.1383,PARKLAND DR,32,32
3.1383,VEIRS MILL RD,4,4
3.2129,ANISSANTA CT,1,1
3.2129,FIRST ST,4,4
3.2129,HALPINE RD,3,3
3.2129,HUNGERFORD DR,4,4
3.2129,MIDWAY AVE,1,1
3.2129,NORBECK RD,3,3
3.2129,ROCKVILLE PIKE,6,6
3.2129,ROLLINS AVE,2,2
3.2129,S STONESTREET AVE,1,1
3.2129,VEIRS MILL RD,53,53
3.2129,W MONTGOMERY AVE,2,2
3.2426,CEDAR LA,16,16
3.255,,2,2
3.255,MAIN ST,4,4
3.255,RIDGE RD,28,28
3.2628,GOSHEN RD,44,44
3.2628,ODENDHAL AVE,4,4
3.2968,FATHER HURLEY BLVD,23,23
3.2968,GERMANTOWN RD,2,2
3.2968,HOPKINS RD,2,2
3.2968,WISTERIA DR,3,3
3.3054,,1,1
3.3054,FALLBROOK ST,2,2
3.3054,GIRARD ST,31,31
3.3054,N SUMMIT AVE,2,2
3.321,COLUMBIA PIKE,2,2
3.321,HUNGERFORD DR,2,2
3.321,NEW HAMPSHIRE AVE,41,41
3.321,POWDER MILL RD,28,28
3.321,RAMP 2 FR IS 495 WB TO MD 650 NB,2,2
3.321,SHADY GROVE RD,2,2
3.3589,MAIN ST,2,2
3.3589,RIDGE RD,4,4
3.3589,WOODFIELD RD,10,10
3.3589,WOODFIELD RD EXT,4,4
3.3708,SEVEN LOCK RD,3,3
3.3708,SEVEN LOCKS RD,25,25
3.4051,GEORGIA AVE,8,8
3.4051,OLD BALTIMORE RD,22,22
3.4051,OLD BALTIMORE ROAD,1,1
3.4051,OLNEY SANDY SPRING RD,6,6
3.4138,AVERY RD,8,8
3.4151,KEMP MILL RD,18,18
3.4151,RANDOLPH RD,6,6
3.4153,,1,1
3.4153,NISSANCHOLSON LA,17,17
3.4153,OLD GEORGETOWN RD,2,2
3.4153,ROCKVILLE PIKE,14,14
3.4339,EDNOR RD,8,8
3.4339,NEW HAMPSHIRE AVE,4,4
3.4339,ROCKY GORGE CT,1,1
3.4393,,2,2
3.4393,HUNGERFORD DR,14,14
3.4393,MANNAKEE ST,10,10
3.4523,CRABBS BRANCH WAY,24,24
3.4523,INDIANOLA DR,3,3
3.4523,REDLAND RD,5,5
3.4771,BETHESDA CHURCH RD,9,9
3.4771,CLARKSBURG RD,3,3
3.4771,RIDGE RD,2,2
3.507,,1,1
3.507,DARNESTOWN RD,1,1
3.507,DUFIEF MILL RD,10,10
3.507,MUDDY BRANCH RD,2,2
3.516,BEACH DR,1,1
3.516,COQUELIN TERR,1,1
3.516,EAST WEST HWY,2,2
3.516,JONES BRIDGE RD,2,2
3.516,JONES MILL RD,10,10
3.5743,,3,3
3.5743,COLUMBIA PIKE,3,3
3.5743,DUSTIN RD,2,2
3.5743,OLD COLUMBIA PIKE,16,16
3.5743,SANDY SPRING RD,4,4
3.577,,4,4
3.577,CONNECTICUT AVE,9,9
3.577,DETRICK AVE,2,2
3.577,KNOWLES AVE,23,23
3.577,STRATHMORE AVE,11,11
3.577,SUMMIT AVE,2,2
3.577,WEYMOUTH ST,1,1
3.5929,DARNESTOWN RD,2,2
3.5929,GREAT SENECA HWY,22,22
3.5929,KEY WEST AVE,7,7
3.6021,,1,1
3.6021,NEW HAMPSHIRE AVE,35,35
3.62,GREENTREE RD,42,42
3.62,OLD GEORGETOWN RD,11,11
3.6242,MASSACHUSETTS AVE,9,9
3.625,BRIGGS CHANEY RD,19,19
3.625,GOOD HOPE RD,2,2
3.625,PEACH ORCHARD RD,2,2
3.625,STURTEVANT RD,2,2
3.6449,BRIGHTON DR,2,2
3.6449,DUVALL LA,1,1
3.6449,MUDDY BRANCH RD,5,5
3.6449,S FREDERICK RD,22,22
3.6449,SUMMIT HALL RD,2,2
3.6449,W DEER PARK RD,22,22
3.6449,W. DEER PARK RD,2,2
3.6574,,2,2
3.6574,BATCHELLORS FOREST RD,2,2
3.6574,DR BIRD RD,11,11
3.6574,NORWOOD RD,2,2
3.6574,OLNEY SANDY SPRING RD,2,2
3.6721,GREAT SENECA HWY,2,2
3.6721,KEY WEST AVE,4,4
3.6721,MEDICAL CENTER DR,20,20
3.6721,MEDICAL CENTER WAY,1,1
3.699,BRINK RD,9,9
3.7015,EDNOR RD,14,14
3.7015,NEW HAMPSHIRE AVE,4,4
3.7015,NORWOOD RD,2,2
3.7043,,2,2
3.7043,TUCKERMAN LA,3,3
3.7043,WESACURAAKE DR,7,7
3.7231,BRADLEY LA,28,28
3.7231,CONNECTICUT AVE,12,12
3.7231,WISCONSIN AVE,4,4
3.7696,,7,7
3.7696,BATTERY LA,2,2
3.7696,CONNECTICUT AVE,2,2
3.7696,CORDELL AVE,4,4
3.7696,EAST WEST HWY,2,2
3.7696,NORFOLK AVE,4,4
3.7696,OLD GEORGETOWN RD,4,4
3.7696,RAMP FROM I495,2,2
3.7696,ROCKVILLE PIKE,3,3
3.7696,RUGBY AVE,1,1
3.7696,WISCONSIN AVE,4,4
3.7696,WOODMONT AVE,38,38
3.7722,ASPEN HILL RD,42,42
3.7722,EADES ST,2,2
3.7722,PARKLAND DR,1,1
3.7722,W GUDE DR,2,2
3.9169,,3,3
3.9169,FERNWOOD RD,2,2
3.9169,NO NAME,2,2
3.9169,WESACURAAKE DR,6,6
3.9169,WESACURAAKE TERR,17,17
3.9294,RIVER RD,21,21
3.9575,,5,5
3.9575,CONGRESSIONAL LA,2,2
3.9575,E JEFFERSON ST,32,32
3.9575,FIRST ST,1,1
3.9575,MONTROSE RD,4,4
3.9844,,8,8
3.9844,BONISSANFANT ST,1,1
3.9844,COLESVILLE RD,21,21
3.9844,FENTON ST,85,85
3.9844,GEORGIA AVE,1,1
3.9844,GEORGIA AVENUE,2,2
3.9844,PHILADELPHIA AVE,1,1
3.9844,ROEDER RD,2,2
3.9844,TAKOMA AVE,1,1
4.0372,BRINK RD,1,1
4.0372,WIGHTMAN RD,11,11
4.0514,METRO ACCESS RD,2,2
4.0615,EISENHOWER MEMORIAL HWY,10,10
4.0615,FALLS RD,18,18
4.0615,FALLSMEAD WAY,2,2
4.0615,ROCKVILLE PIKE,1,1
4.0792,JOLLY WAY,2,2
4.0792,ROCKVILLE PIKE,21,21
4.0792,STRATHMORE AVE,14,14
4.1282,INDIAN SPRING DR,4,4
4.1282,UNISSANVERSITY BLVD E,57,57
4.1443,DAMASCUS RD,40,40
4.1443,HIPSLEY MILL RD,2,2
4.1507,BLUNT RD,3,3
4.1507,FREDERICK RD,2,2
4.1507,GERMANTOWN RD,32,32
4.1507,WATKINS MILL RD,10,10
4.151,FALLS RD,5,5
4.151,MONTROSE RD,46,46
4.151,SEVEN LOCKS RD,8,8
4.1599,,8,8
4.1599,FLOWER AVE,43,43
4.1599,FRANKLIN AVE,2,2
4.1599,GATESHEAD MANOR WAY,2,2
4.1599,PINEY BRANCH RD,4,4
4.1644,,9,9
4.1644,BOOTH ST,1,1
4.1644,EISENHOWER MEMORIAL HWY,3,3
4.1644,MEEM AVE,4,4
4.1644,MUDDY BRANCH RD,6,6
4.1644,OLDE TOWNE AVE,16,16
4.1644,PERRY PKENWORTHY,2,2
4.1644,S FREDERICK RD,2,2
4.1644,S SUMMIT AVE,4,4
4.1644,W DIAMOND AVE,97,97
4.1644,WATKINS MILL RD,1,1
4.1893,W WILLARD RD,6,6
4.1981,GERMANTOWN RD,4,4
4.1981,WATKINS MILL RD,35,35
4.2155,,1,1
4.2155,CHERRY HILL RD,3,3
4.2155,COLUMBIA PIKE,2,2
4.2155,GLENALLAN AVE,6,6
4.2155,LAYHILL RD,6,6
4.2155,RANDOLPH RD,20,20
4.3512,,1,1
4.3512,BROOKVILLE RD,26,26
4.3512,MONTGOMERY ST,1,1
4.3512,TALBOT AVE,3,3
4.3836,,3,3
4.3836,LITACURAE FALLS PKENWORTHY,1,1
4.3836,MASSACHUSETTS AVE,23,23
4.3836,SANGAMORE RD,6,6
4.4192,,1,1
4.4192,MONTGOMERY VILLAGE AVE,11,11
4.4192,STEDWICK RD,23,23
4.4192,WATKINS MILL RD,6,6
4.4537,,5,5
4.4537,SEVEN LOCKS RD,11,11
4.4537,WOOTTON PKENWORTHY,8,8
4.4809,,1,1
4.4809,CLARKSBURG RD,18,18
4.4973,CLOPPER RD,2,2
4.4973,GREAT SENECA HWY,2,2
4.4973,MIDDLEBROOK RD,9,9
4.4973,WARING STATION RD,36,36
4.5344,,3,3
4.5344,CRABBS BRANCH WAY,43,43
4.5344,GRAMERCEDES-BENZY BLVD,2,2
4.5344,METRO ACCESS RD,2,2
4.5344,REDLAND RD,1,1
4.5344,SHADY GROVE RD,13,13
4.5446,HIGH CORNER ST,1,1
4.5446,RIDGE RD,39,39
4.5499,BROOKEVILLE RD,8,8
4.5499,OLNEY SANDY SPRING RD,4,4
4.5499,ZION RD,2,2
4.5588,,1,1
4.5588,CRABBS BRANCH WAY,30,30
4.5588,E GUDE DR,4,4
4.5757,OLNEY MILL RD,5,5
4.596,,1,1
4.596,BONISSANFANT RD,2,2
4.596,BRIGGS CHANEY RD,3,3
4.596,CAPE MAY RD,1,1
4.596,GOOD HOPE RD,18,18
4.596,NEW HAMPSHIRE AVE,9,9
4.6114,BARNESVILLE RD,16,16
4.6139,GREAT SENECA HWY,1,1
4.6139,MEADOW VIEW DR,2,2
4.6139,RIFFLE FORD RD,9,9
4.6612,,2,2
4.6612,APPLE RIDGE RD,4,4
4.6612,STEDWICK RD,1,1
4.6612,WATKINS MILL RD,69,69
4.6668,OAKLYN DR,3,3
4.6668,PERSIMMON TREE RD,2,2
4.6784,CORDELL AVE,2,2
4.6784,HUNTINGTON PKENWORTHY,2,2
4.6784,OLD GEORGETOWN RD,60,60
4.6784,WILSON LA,1,1
4.7439,HAWKINS CREAMERY RD,10,10
4.7439,LAYTONSVILLE RD,1,1
4.7439,WOODFIELD RD,2,2
4.763,BOWIE MILL RD,2,2
4.763,CASHELL RD,25,25
4.763,CHIPPENDALE CT,1,1
4.763,MORNISSANNGWOOD DR,2,2
4.8209,,12,12
4.8209,CARROLL AVE,1,1
4.8209,LOCKENWORTHOOD DR,96,96
4.8209,NEW HAMPSHIRE AVE,17,17
4.8209,NORTHWEST DR,2,2
4.8209,RAMP 2 FR IS 495 WB TO MD 650 NB,1,1
4.8362,ELMCROFT BLVD,1,1
4.8362,FREDERICK RD,18,18
4.8362,HUNGERFORD DR,2,2
4.8362,REDLAND BLVD,28,28
4.8362,REDLAND RD,2,2
4.8362,SEVEN LOCKS RD,2,2
4.8763,,2,2
4.8763,ARCOLA AVE,38,38
4.8763,GEORGIA AVE,2,2
4.8763,UNISSANVERSITY BLVD W,2,2
4.8866,LITACURAE FALLS PKENWORTHY,1,1
4.8866,RIVER RD,33,33
4.9071,,1,1
4.9071,CORPORATE BLVD,4,4
4.9071,EISENHOWER MEMORIAL HWY,4,4
4.9071,KEY WEST AVE,2,2
4.9071,RESEARCH BLVD,2,2
4.9071,SHADY GROVE RD,83,83
4.9071,W MONTGOMERY AVE,4,4
5.0289,,2,2
5.0289,AVERY RD,1,1
5.0289,E GUDE DR,11,11
5.0289,SHADY GROVE RD,2,2
5.0289,SOUTHLAWN CT,2,2
5.0289,SOUTHLAWN LA,24,24
5.0605,CANDLELIGHT LA,1,1
5.0605,FALLS RD,6,6
5.0605,FOXCREST CT,1,1
5.0605,SEVEN LOCKS RD,2,2
5.0605,TUCKERMAN LA,26,26
5.1037,SLIGO CREEK PKENWORTHY,16,16
5.1532,,4,4
5.1532,FALLS RD,4,4
5.1532,GLEN RD,2,2
5.1532,RIVER RD,2,2
5.1532,S GLEN RD,9,9
5.1741,,1,1
5.1741,E JEFFERSON ST,2,2
5.1741,E MIDDLE LA,2,2
5.1741,E MONTGOMERY AVE AT COURTHOUSE SQ,2,2
5.1741,FALLS RD,4,4
5.1741,MARYLAND AVE,48,48
5.1741,NEW MARK ESPLANADE,1,1
5.1741,ROCKVILLE PIKE,2,2
5.2199,KINGS CROSSING BLVD,2,2
5.2199,LEAMAN FARM RD,2,2
5.2199,RICHTER FARM RD,14,14
5.275,AMITY DR,2,2
5.275,APPLE RIDGE RD,1,1
5.275,FLOWER HILL WAY,1,1
5.275,MIDCOUNTY HWY,12,12
5.275,MINERAL SPRINGS DR,1,1
5.275,WASHINGTON GROVE LA,36,36
5.3042,GLEN RD,8,8
5.3088,,3,3
5.3088,EDWARDS FERRY RD,1,1
5.3088,FISHER AVE,4,4
5.3088,WHITES FERRY RD,10,10
5.3097,ALLOWAY DR,2,2
5.3097,BRADLEY BLVD,2,2
5.3097,DEMOCRACY BLVD,10,10
5.3097,SEVEN LOCKS RD,32,32
5.335,,6,6
5.335,CENTURY BLVD,2,2
5.335,CLARKSBURG RD,1,1
5.335,CRYSTAL ROCK DR,68,68
5.335,FATHER HURLEY BLVD,10,10
5.335,FREDERICK RD,3,3
5.335,GERMANTOWN RD,20,20
5.335,MIDDLEBROOK RD,12,12
5.335,RIDGE RD,2,2
5.335,WISTERIA DR,5,5
5.3543,,2,2
5.3543,NELSON ST,8,8
5.3543,W MONTGOMERY AVE,7,7
5.5004,,5,5
5.5004,FIELDS RD,17,17
5.5004,SAM EIG HWY,13,13
5.5031,,2,2
5.5031,CONNECTICUT AVE,14,14
5.5031,RANDOLPH RD,91,91
5.5031,VEIRS MILL RD,5,5
5.5074,CONNECTICUT AVE,7,7
5.5074,EAST WEST HWY,35,35
5.5074,MONTGOMERY AVE,1,1
5.5074,WISCONSIN AVE,2,2
5.5396,FIELDCREST RD,9,9
5.5396,WOODFIELD RD,2,2
5.5717,BROADBIRCH DR,8,8
5.5717,CALVERTON BLVD,25,25
5.5717,CHERRY HILL RD,16,16
5.583,DUVALL DR,1,1
5.583,MASSACHUSETTS AVE,12,12
5.583,WESTMORELAND CIR,7,7
5.6118,ANNAPOLIS ROCK RD,2,2
5.6118,DAMASCUS RD,28,28
5.6118,MAIN ST,13,13
5.6118,MUNCASTER RD,1,1
5.6118,NORBECK RD,3,3
5.6118,WOODFIELD RD,2,2
5.617,,2,2
5.617,BROOKS AVE,1,1
5.617,MONTGOMERY VILLAGE AVE,21,21
5.617,ODENDHAL AVE,6,6
5.617,RUSSELL AVE,64,64
5.6438,SEVEN LOCKS RD,15,15
5.6473,MONTROSE PKENWORTHY,26,26
5.6473,RANDOLPH RD,3,3
5.6515,DARNESTOWN RD,12,12
5.6515,DICKERSON RD,7,7
5.6515,MARTINSBURG RD,1,1
5.6899,,7,7
5.6899,PARKLAWN DR,29,29
5.6899,RANDOLPH RD,10,10
5.6899,TWINBROOK PKENWORTHY,6,6
5.6969,DARNESTOWN RD,42,42
5.6969,GLENORA LA,1,1
5.6969,W MONTGOMERY AVE,5,5
5.7327,,7,7
5.7327,COLUMBIA PIKE,8,8
5.7327,OLD COLUMBIA PIKE,80,80
5.7327,SANDY SPRING RD,27,27
5.7327,SPENCERVILLE RD,2,2
5.7626,MUNCASTER MILL RD,28,28
5.7626,NORBECK RD,14,14
5.789,BRINK RD,2,2
5.789,FREDERICK RD,6,6
5.789,RIDGE RD,43,43
5.8427,GOLDSBORO RD,27,27
5.8427,RIVER RD,10,10
5.9142,,11,11
5.9142,BUREAU DR,2,2
5.9142,E DIAMOND AVE,49,49
5.9142,GIRARD ST,2,2
5.9292,,2,2
5.9292,CHAPMAN AVE,3,3
5.9292,FISHERS LA,2,2
5.9292,HUNGERFORD DR,2,2
5.9292,PARKLAWN DR,5,5
5.9292,RANDOLPH RD,2,2
5.9292,ROCKVILLE PIKE,8,8
5.9292,TWINBROOK PKENWORTHY,95,95
5.9292,VEIRS MILL RD,6,6
5.9303,CENTERWAY RD,2,2
5.9303,EMORY GROVE RD,2,2
5.9303,GOSHEN RD,71,71
5.9303,MIDCOUNTY HWY,2,2
5.9388,RAMP 8 FR IS 495 SB TO CLARA BARTON PKENWORTHY,1,1
5.979,,2,2
5.979,ARLINGTON RD,2,2
5.979,BRADLEY BLVD,57,57
5.979,BRADLEY LA,6,6
5.979,GOLDSBORO RD,2,2
5.979,LELAND ST,1,1
5.979,OFFUTT LA,1,1
5.979,WISCONSIN AVE,8,8
5.9839,,1,1
5.9839,SEVEN LOCKS RD,22,22
5.9839,TUCKERMAN LA,2,2
6.0313,,5,5
6.0313,CARROLL AVE,59,59
6.0313,CHESTER ST,2,2
6.0313,LINCOLN AVE,6,6
6.0313,UNISSANVERSITY BLVD E,13,13
6.0313,WILDWOOD DR,1,1
6.0431,,2,2
6.0431,CONNECTICUT AVE,4,4
6.0431,E WAYNE AVE,2,2
6.0431,LITACURAE FALLS PARKENWORTHAY,2,2
6.0431,LITACURAE FALLS PKENWORTHY,20,20
6.0431,RIVER RD,4,4
6.1454,,1,1
6.1454,COLESVILLE RD,246,246
6.1454,FENTON ST,4,4
6.1454,GEORGIA AVE,6,6
6.1454,SPRING ST,2,2
6.1521,,6,6
6.1521,COLESVILLE RD,4,4
6.1521,DIXON AVE,1,1
6.1521,ETHAN ALLEN AVE,2,2
6.1521,FENTON ST,8,8
6.1521,GEORGIA AVE,17,17
6.1521,RAMSEY AVE,3,3
6.1521,RAMSEY AVENUE,2,2
6.1521,SLIGO CREEK PKENWORTHY,6,6
6.1521,WAYNE AVE,75,75
6.1521,WAYNE AVENUE,2,2
6.1558,,1,1
6.1558,CONNECTICUT AVE,12,12
6.1558,FERRARA AVE,3,3
6.1558,GEORGIA AVE,2,2
6.1558,RANDOLPH RD,4,4
6.1558,SAMPSON RD,4,4
6.1558,SELFRIDGE RD,1,1
6.1558,TACKBROOKE DR,1,1
6.1558,UNKNOWNHEY DR,1,1
6.1558,VEIRS MILL RD,102,102
6.1558,VEIRS MILL SERV RD,1,1
6.1558,WEISMAN RD,2,2
6.1634,,2,2
6.1634,MUNCASTER MILL RD,4,4
6.1634,MUNCASTER RD,17,17
6.2265,BALTIMORE RD,26,26
6.2265,DENHAM RD,1,1
6.2265,FIRST ST,12,12
6.2265,NORBECK RD,13,13
6.2265,TAYLOR AVE,2,2
6.2697,,1,1
6.2697,CLOPPER RD,2,2
6.2697,GREAT SENECA HWY,84,84
6.2697,MIDDLEBROOK RD,2,2
6.2697,WISTERIA DR,7,7
6.2872,,1,1
6.2872,EISENHOWER MEMORIAL HWY,4,4
6.3504,BRYANTS NURSERY RD,3,3
6.3504,NEW HAMPSHIRE AVE,23,23
6.3504,NORBECK RD,2,2
6.3504,NORWOOD RD,35,35
6.3704,KNOWLES AVE,2,2
6.3704,PLYERS MILL RD,1,1
6.3704,SUMMIT AVE,6,6
6.3771,,2,2
6.3771,BEL PRE RD,14,14
6.3771,CONNECTICUT AVE,102,102
6.3771,GEORGIA AVE,10,10
6.3771,GRAND PRE RD,2,2
6.3771,WB CONNECTICUT AVE.,2,2
6.3771,WESTBURY RD,2,2
6.5064,DARNESTOWN RD,57,57
6.5064,GREAT SENECA HWY,1,1
6.5064,KEY WEST AVE,5,5
6.5148,,1,1
6.5148,BRINK RD,8,8
6.5148,DAMASCUS RD,4,4
6.5148,LAYTONSVILLE RD,2,2
6.5148,SUNDOWN RD,16,16
6.545,,4,4
6.545,EISENHOWER MEMORIAL HWY,1,1
6.545,FREDERICK RD,10,10
6.545,MIDDLEBROOK RD,65,65
6.545,RAMP 6 FR MIDDLEBROOK RD EB TO IS 270 SB,2,2
6.6042,,1,1
6.6042,GOSHEN RD,18,18
6.6042,SNOUFFER SCHOOL RD,2,2
