AVMT,Road_Name,FREQUENCY,COUNT_crashreport_corrected_XYTableToPoint_Person_ID
18.4175,,3,3
18.4175,EMORY GROVE RD,2,2
18.4175,MIDCOUNTY HWY,8,8
18.4175,MUNCASTER MILL RD,4,4
18.4175,SNOUFFERS SCHOOL RD,10,10
18.4175,STRAWBERRY KNOLL RD,1,1
18.4175,WOODFIELD RD,151,151
18.7026,FIELDS RD,3,3
18.7026,GREAT SENECA HWY,1,1
18.7026,RAMP 6 FR IS 370 EB TO RAMP 7 (TO IS270),2,2
18.7026,SAM EIG HWY,17,17
18.7026,WASHINGTONISSANAN BLVD,2,2
18.7938,,1,1
18.7938,LAYHILL RD,8,8
18.7938,NEW HAMPSHIRE AVE,2,2
18.7938,NORBECK RD,34,34
18.7938,NORWOOD RD,6,6
18.7938,SPENCERVILLE RD,2,2
18.877,CAVANAUGH DR,1,1
18.877,DARNESTOWN RD,8,8
18.877,MEDICAL CENTER WAY,2,2
18.877,N LEISUZUKIURE WORLD BLVD,2,2
18.877,PINEY MEETINGHOUSE RD,2,2
18.877,SHADY GROVE RD,75,75
19.3916,,9,9
19.3916,E MELBOURNE AVE,3,3
19.3916,LANGLEY DR,2,2
19.3916,MERRIMAC DR,5,5
19.3916,PINEY BRANCH RD,2,2
19.3916,SEEK LA,2,2
19.3916,SLIGO AVE,2,2
19.3916,UNISSANVERSITY BLVD E,284,284
19.3916,UNISSANVERSITY BLVD E SERV RD,4,4
19.4998,,3,3
19.4998,CAPITAL BELTWAY,2,2
19.4998,CENTER DR,1,1
19.4998,CONNECTICUT AVE,1,1
19.4998,EAST WEST HWY,2,2
19.4998,JONES BRIDGE RD,1,1
19.4998,OAKMONT AVE,2,2
19.4998,OLD GEORGETOWN RD,108,108
19.4998,SEVEN LOCKS RD,1,1
19.4998,WISCONSIN AVE,2,2
19.7085,NEW HAMPSHIRE AVE,5,5
19.7085,NOACURAEY RD,2,2
19.7085,NORBECK RD,4,4
19.7085,OLD COLUMBIA PIKE,5,5
19.7085,SPENCERVILLE RD,174,174
19.7743,BROWN CHURCH RD,3,3
19.7743,KEMPTOWN RD,2,2
19.7743,RIDGE RD,34,34
20.3709,,1,1
20.3709,BRINK RD,114,114
20.3709,GOSHEN RD,3,3
20.3709,RIDGE RD,2,2
20.4472,,8,8
20.4472,ASHTON RD,2,2
20.4472,BATCHELLORS FOREST RD,1,1
20.4472,DAMASCUS RD,2,2
20.4472,DR BIRD RD,1,1
20.4472,EMORY LA,2,2
20.4472,GEORGIA AVE,150,150
20.4472,HOLLY GROVE RD,1,1
20.4472,NEW HAMPSHIRE AVE,3,3
20.4472,OLNEY LAYTONSVILLE RD,2,2
20.4472,OLNEY SANDY SPRING RD,10,10
20.4472,SPARTAN RD,2,2
20.4472,STARKEY TERR,2,2
20.4472,WOODFIELD RD,3,3
20.5253,,2,2
20.5253,CATAWBA MANOR WAY,1,1
20.5253,FREDERICK RD,171,171
20.5253,RIDGE RD,7,7
20.5253,SHAWNEE LA,2,2
20.5253,STRINGTOWN RD,4,4
20.5253,WOODFIELD RD,1,1
20.9026,GEORGIA AVE,6,6
20.9026,NORBECK RD,124,124
20.9026,SB GEORGIA AVE,2,2
21.2407,NEW HAMPSHIRE AVE,85,85
21.2407,NORTHAMPTON DR,4,4
21.4356,,1,1
21.4356,AIRPARK RD,2,2
21.4356,MEADOWSIDE LA,3,3
21.4356,MUNCASTER MILL RD,190,190
21.4356,REDLAND RD,6,6
21.4356,SHADY GROVE RD,1,1
21.4356,WOODFIELD RD,2,2
21.4974,,2,2
21.4974,CECIL ST,2,2
21.4974,E GUDE DR,198,198
21.4974,GREAT FALLS RD,2,2
21.4974,GUDE DR SERVICE DR,2,2
21.4974,NORBECK RD,17,17
21.4974,OMEGA DR,1,1
21.4974,PARK AVE,1,1
21.4974,ROTHGEB DR,3,3
21.4974,TAFT ST,3,3
21.943,,14,14
21.943,ASPEN HILL RD,5,5
21.943,CONNECTICUT AVE,2,2
21.943,ELMCROFT BLVD,1,1
21.943,GEORGIA AVE,290,290
21.943,HEWITT AVE,1,1
21.943,HUNGERFORD DR,2,2
21.943,KAYSON ST,2,2
21.943,LAYHILL RD,2,2
21.943,NORBECK RD,2,2
21.943,RALPH RD,4,4
21.943,RAMP 5 FR IS 270 SB TO MD 28 EB,2,2
21.943,VEIRS MILL RD,5,5
21.943,W JEFFERSON ST,2,2
21.943,WELLER RD,4,4
22.0545,CONNECTICUT AVE,146,146
24.0115,BOWIE MILL RD,2,2
24.0115,GEORGIA AVE,5,5
24.0115,OLNEY LAYTONSVILLE RD,43,43
24.0115,OLNEY MILL RD,2,2
24.0115,OLNEY SANDY SPRING RD,6,6
24.0115,SPARTAN RD,1,1
24.1106,,2,2
24.1106,BRIGGS CHANEY RD,1,1
24.1106,BROADBIRCH DR,15,15
24.1106,CALVERTON BLVD,2,2
24.1106,CHERRY HILL RD,109,109
24.1106,COLUMBIA PIKE,2,2
24.1106,GRACEFIELD RD,2,2
24.1106,NEW HAMPSHIRE AVE,1,1
24.1106,PLUM ORCHARD DR,5,5
24.1106,PROSPERITY DR,4,4
24.6594,,4,4
24.6594,CONNECTICUT AVE,104,104
24.6594,KNOWLES AVE,4,4
24.7961,,1,1
24.7961,APPLE RIDGE RD,1,1
24.7961,CENTERWAY RD,2,2
24.7961,CLUB HOUSE RD,5,5
24.7961,MIDCOUNTY HWY,3,3
24.7961,MONTGOMERY VILLAGE AVE,169,169
24.7961,SPARTANROW VALLEY DR,2,2
24.7961,WALKERS CHOICE RD,1,1
24.7961,WATKINS MILL RD,2,2
24.7961,WIGHTMAN RD,1,1
25.6779,,1,1
25.6779,BRINK RD,4,4
25.6779,HARVEST KNOLLS WAY,2,2
25.6779,MAIN ST,1,1
25.6779,ROLLING FORK DR,2,2
25.6779,WOODFIELD RD,195,195
25.7666,,11,11
25.7666,13TH ST,2,2
25.7666,16TH ST,31,31
25.7666,BLAIR MILL RD,2,2
25.7666,BLAIR MILL WAY,2,2
25.7666,COLESVILLE RD,11,11
25.7666,DIXON AVE,2,2
25.7666,EAST WEST HWY,192,192
25.7666,EAST WEST HWY (W/B COUPLET),1,1
25.7666,GEORGIA AVE,11,11
25.7666,GRUBB RD,2,2
25.7666,MEADOWBROOK LA,1,1
25.7666,ROCKVILLE PIKE,2,2
25.7666,ROSEMARY HILLS RD,2,2
25.7666,RUGBY AVE,1,1
25.7666,WASHINGTON AVE,2,2
26.1208,,7,7
26.1208,ASPEN HILL RD,2,2
26.1208,BEL PRE RD,225,225
26.1208,BEL PRE ROAD,2,2
26.1208,BONISSANFANT RD,2,2
26.1208,CONNECTICUT AVE,6,6
26.1208,GEORGIA AVE,24,24
26.1208,LAYHILL RD,17,17
26.1208,NORBECK RD,8,8
26.1208,OLNEY SANDY SPRING RD,3,3
26.5152,,1,1
26.5152,GREAT SENECA HWY,119,119
26.5152,LONGDRAFT RD,2,2
26.5152,QUINCE ORCHARD RD,3,3
26.5152,SIOUX LA,4,4
27.2562,,14,14
27.2562,BEL PRE RD,4,4
27.2562,CONNECTICUT AVE,12,12
27.2562,GEORGIA AVE,240,240
27.2562,LAYHILL RD,2,2
27.2562,NORBECK RD,2,2
27.2562,UNISSANVERSITY BLVD W,2,2
27.6789,,10,10
27.6789,ARCOLA AVE,1,1
27.6789,BRUNETT AVE,1,1
27.6789,BUCKINGHAM DR,2,2
27.6789,CADILLACDINGTON AVE,2,2
27.6789,CAPITAL BELTWAY,2,2
27.6789,COLESVILLE RD,36,36
27.6789,DENNISSANS AVE,1,1
27.6789,KERWIN RD,1,1
27.6789,PINEY BRANCH RD,2,2
27.6789,UNISSANVERSITY BLVD E,98,98
27.6789,UNISSANVERSITY BLVD W,141,141
27.6789,WILLIAMSBURG DR,2,2
28.3283,,7,7
28.3283,11TH AVE,1,1
28.3283,ATHERTON DR,2,2
28.3283,BRIGHTVIEW ST,2,2
28.3283,CONNECTICUT AVE,251,251
28.3283,CONNECTICUT AVE SERVICE RD,9,9
28.3283,DEAN RD,2,2
28.3283,GEORGIA AVE,15,15
28.3283,NORBECK RD,1,1
28.3283,RANDOLPH RD,29,29
28.3283,VEIRS MILL RD,37,37
28.6361,GREAT SENECA HWY,120,120
28.6361,KENACURAANDS BLVD,7,7
28.6361,LAKELANDS DR,1,1
28.6361,MUDDY BRANCH RD,10,10
28.6361,QUINCE ORCHARD RD,2,2
28.6361,SAM EIG HWY,8,8
28.6361,W DEER PARK RD,2,2
28.8268,NO NAME,1,1
28.8268,RAMP 7 FR IS 370 WB TO MD 355 SB,8,8
28.8268,SHADY GROVE RD,2,2
28.9478,,5,5
28.9478,CINNAMON DR,4,4
28.9478,CLOPPER RD,368,368
28.9478,FIRSTFIELD RD,12,12
28.9478,FREDERICK RD,2,2
28.9478,GREAT SENECA HWY,3,3
28.9478,LONGDRAFT RD,2,2
28.9478,MATENY RD,2,2
28.9478,PHEASANT RUN DR,2,2
28.9478,QUINCE ORCHARD RD,6,6
28.9478,W DIAMOND AVE,4,4
28.9478,W WATKINS MILL RD,2,2
28.9478,WARING STATION RD,1,1
29.5188,,1,1
29.5188,DARNESTOWN RD,1,1
29.5188,EISENHOWER MEMORIAL HWY,2,2
29.5188,HURLEY AVE,10,10
29.5188,RAMP 6 FR MD 28 EB TO IS 270 SB,1,1
29.5188,RESEARCH BLVD,3,3
29.5188,SHADY GROVE RD,4,4
29.5188,W GUDE DR,5,5
29.5188,W MONTGOMERY AVE,107,107
29.5188,WOOD HILL RD,2,2
29.6818,,12,12
29.6818,EDGEBROOK RD,1,1
29.6818,PARKLAND DR,2,2
29.6818,RANDOLPH RD,7,7
29.6818,VEIRS MILL RD,229,229
30.6358,FALLS CHAPEL WAY,2,2
30.6358,FALLS RD,104,104
30.6358,KERSEY LA,1,1
30.6358,MARSEILLE DR,2,2
30.6358,MONTROSE RD,2,2
30.6358,RIVER RD,4,4
30.6358,S GLEN RD,3,3
30.6358,WOOTTON PKENWORTHY,2,2
30.6776,,7,7
30.6776,BREGMAN RD,3,3
30.6776,CONNECTICUT AVE,2,2
30.6776,GARDEN GATE RD,2,2
30.6776,GEORGIA AVE,10,10
30.6776,GLENMONT CIR #1,4,4
30.6776,HAMMONTON PL,1,1
30.6776,HAMMONTON RD,2,2
30.6776,HAWKESBURY LA,5,5
30.6776,IVY GLEN RD,1,1
30.6776,KEMP MILL RD,3,3
30.6776,LOCKSLEY LA,5,5
30.6776,NEW HAMPSHIRE AVE,7,7
30.6776,RANDOLPH RD,404,404
30.6776,VEIRS MILL SERV RD,1,1
30.9547,BILLINGTON RD,1,1
30.9547,BRIGGS CHANEY RD,2,2
30.9547,BROADBIRCH DR,2,2
30.9547,CHERRY HILL RD,2,2
30.9547,E RANDOLPH,2,2
30.9547,E RANDOLPH RD,192,192
30.9547,FAIRLAND RD,2,2
30.9547,OLD COLUMBIA PIKE,6,6
30.9547,STRATFORD GARDEN DR,3,3
31.0648,,7,7
31.0648,BROADBIRCH DR,2,2
31.0648,E RANDOLPH RD,4,4
31.0648,ELDRID DR,2,2
31.0648,EMORY CHURCH RD,1,1
31.0648,NEW HAMPSHIRE AVE,224,224
31.0648,NORA DR,2,2
31.0648,NORCROSS WAY,2,2
31.0648,RANDOLPH RD,2,2
31.0648,SANDY SPRING RD,3,3
31.0648,VENISSANCE DR,2,2
31.0648,VITAL WAY,2,2
31.0648,WOLF DR,2,2
32.0862,,1,1
32.0862,DREWS CT,2,2
32.0862,FALLS RD,8,8
32.0862,RIVER RD,53,53
32.6455,,3,3
32.6455,DARNESTOWN RD,131,131
32.6455,DUFIEF DR,2,2
32.6455,FREDERICK RD,2,2
32.6455,GREAT SENECA HWY,4,4
32.6455,KEY WEST AVE,86,86
32.6455,MAIN ST,1,1
32.6455,MUDDY BRANCH RD,3,3
32.6455,OMEGA DR,3,3
32.6455,ROCKVILLE PIKE,2,2
32.6455,SHADY GROVE RD,6,6
32.6455,VEIRS MILL RD,2,2
32.6455,W MONTGOMERY AVE,5,5
33.2603,,13,13
33.2603,CALVERTON BLVD,2,2
33.2603,CAPITAL BELTWAY,3,3
33.2603,CHALMERS RD,1,1
33.2603,ELTON RD,1,1
33.2603,LOCKENWORTHOOD DR,2,2
33.2603,NEW HAMPSHIRE AVE,336,336
33.2603,POWDER MILL RD,7,7
33.2627,,5,5
33.2627,CLARKSBURG RD,2,2
33.2627,FREDERICK RD,63,63
33.7246,,3,3
33.7246,BROOKVILLE RD,2,2
33.7246,CABIN JOHN PKENWORTHY,1,1
33.7246,CHEVROLET CHASE LAKE DR,1,1
33.7246,CONNECTICUT AVE,222,222
33.7246,DENFELD AVE,2,2
33.7246,EAST WEST HWY,2,2
33.7246,KENSINGTON PKENWORTHY,4,4
33.7246,MANOR RD,4,4
33.8381,,27,27
33.8381,BETHESDA AVE,1,1
33.8381,BRADLEY BLVD,1,1
33.8381,BRADLEY LA,2,2
33.8381,CHELTENHAM DR,4,4
33.8381,COMMERCEDES-BENZE LA,2,2
33.8381,FALLS RD,2,2
33.8381,MONTAUK AVE,1,1
33.8381,OLD GEORGETOWN RD,2,2
33.8381,QUINTON RD,1,1
33.8381,ROCKVILLE PIKE,137,137
33.8381,ROSEDALE AVE,2,2
33.8381,SEVEN LOCKS RD,2,2
33.8381,SOUTH DR,2,2
33.8381,WISCONSIN AVE,285,285
33.8381,WISCONSIN CIR,11,11
34.5986,COLUMBIA PIKE,2,2
34.5986,MCKNEW RD,3,3
34.5986,RAMP 4 FR US 29 NB TO MD 198 EB,2,2
34.5986,SANDY SPRING RD,76,76
34.6116,,1,1
34.6116,EDSON LA,2,2
34.6116,EXECUTIVE BLVD,1,1
34.6116,HOYA ST,2,2
34.6116,MONTROSE PKENWORTHY,4,4
34.6116,MONTROSE RD,2,2
34.6116,NISSANCHOLSON LA,4,4
34.6116,OLD GEORGETOWN RD,123,123
34.6116,OLD GEORGETOWN ROAD,2,2
34.6116,PROSE ST,2,2
34.6116,ROCKVILLE PIKE,5,5
34.6116,TUCKERMAN LA,4,4
35.4726,,1,1
35.4726,E JEFFERSON ST,2,2
35.4726,MONTROSE PKENWORTHY,10,10
35.4726,MONTROSE RD,129,129
35.4726,TILDENWOOD DR,2,2
35.4726,TOWER OAKS BLVD,1,1
35.5738,,2,2
35.5738,BELVEDERE BLVD,2,2
35.5738,CAPITAL BELTWAY,5,5
35.5738,DAYTON ST,3,3
35.5738,DEXTER AVE,1,1
35.5738,FOREST GLEN RD,2,2
35.5738,GEORGIA AVE,416,416
35.5738,HILDAROSE DR,1,1
35.5738,WINDHAM LA,2,2
36.0522,,4,4
36.0522,DEMOCRACY BLVD,67,67
36.0522,EISENHOWER MEMORIAL HWY,2,2
36.0522,FALLS RD,2,2
36.0522,NO NAME,2,2
36.0522,SEVEN LOCKS RD,13,13
36.0522,SWANSONG WAY,2,2
37.557,EISENHOWER MEMORIAL HWY,13,13
37.557,MIDDLEBROOK RD,1,1
37.5902,RIVER RD,152,152
37.5902,RIVER RD SERV DR,2,2
37.5902,WILSON LA,4,4
39.0047,,4,4
39.0047,BENALDER DR,1,1
39.0047,CLARA BARTON PKENWORTHY,2,2
39.0047,GOLDSBORO RD,2,2
39.0047,MACARTHUR BLVD,78,78
39.0047,PRINCETON AVE,1,1
39.0047,WILSON LA,2,2
40.7839,,3,3
40.7839,KINGS VALLEY RD,2,2
40.7839,RIDGE RD,281,281
40.7839,SKYLARK RD,3,3
40.7839,STRATHMORE AVE,2,2
42.2096,EISENHOWER MEMORIAL HWY,7,7
42.2096,OLD GEORGETOWN RD,2,2
42.2096,RAMP 8 FR MD 187B SB TO IS 270 WB,2,2
42.2096,ROCKLEDGE BLVD,2,2
42.2096,ROCKLEDGE DR,6,6
42.2096,UNKNOWNRSTATE 270 (N/B),3,3
42.3901,CAPITAL BELTWAY,8,8
43.3116,FREDERICK RD,2,2
43.3116,NO NAME,4,4
43.3116,SAM EIG HWY,1,1
43.3116,UNKNOWNRCOUNTY CONNECTOR,1,1
43.3907,,5,5
43.3907,EDSON LA,2,2
43.3907,GROSVENOR LA,4,4
43.3907,MARINELLI RD,2,2
43.3907,NISSANCHOLSON LA,2,2
43.3907,OLD GEORGETOWN RD,8,8
43.3907,ROCKVILLE PIKE,276,276
43.3907,TUCKERMAN LA,2,2
43.3907,WICKSHIRE WAY,2,2
43.6613,,1,1
43.6613,CAPITAL BELTWAY,5,5
44.4986,CAPITAL BELTWAY,17,17
44.4986,ROCKVILLE PIKE,5,5
44.6967,EISENHOWER MEMORIAL HWY,10,10
44.6967,QUINCE ORCHARD RD,2,2
44.856,,44,44
44.856,BOU AVE,2,2
44.856,DARNESTOWN RD,4,4
44.856,EDMONSTON DR,6,6
44.856,FIRST ST,2,2
44.856,GOLDSBOROUGH DR,1,1
44.856,HALPINE RD,7,7
44.856,MONTROSE RD,2,2
44.856,N WASHINGTON ST,2,2
44.856,REDLAND BLVD,2,2
44.856,ROCKVILLE PIKE,465,465
44.856,ROLLINS AVE,2,2
44.856,TALBOTT ST,1,1
44.856,TEMPLETON PL,4,4
44.856,THOMPSON AVE,1,1
44.856,TWINBROOK PKENWORTHY,2,2
44.856,VEIRS MILL RD,5,5
44.856,W MONTGOMERY AVE,2,2
45.0118,BESTOR DR,2,2
45.0118,NOACURAEY RD,3,3
45.0118,UNKNOWNRCOUNTY CONNECTOR,4,4
45.6587,EISENHOWER MEMORIAL HWY,21,21
45.6587,GERMANTOWN RD,4,4
45.8209,CAPITAL BELTWAY,14,14
45.8209,UNISSANVERSITY BLVD E,2,2
46.8945,,1,1
46.8945,AVERY RD,2,2
46.8945,BAUER DR,2,2
46.8945,E GUDE DR,3,3
46.8945,EISENHOWER MEMORIAL HWY,2,2
46.8945,GEORGIA AVE,13,13
46.8945,MUNCASTER MILL RD,2,2
46.8945,NORBECK RD,278,278
50.5655,,2,2
50.5655,COLUMBIA PIKE,286,286
50.5655,INDUSTRIAL PKENWORTHY,7,7
50.5655,OLD COLUMBIA PIKE,18,18
50.5655,RAMP 2 FR CHERRY HILL RD WB TO US 29 NB,2,2
50.5655,RAMP 5 FR RAMP 8 (US29SB) TO RANDOLPH RD,2,2
50.5655,STEWART LA,9,9
50.5655,TECH RD,10,10
51.1074,,42,42
51.1074,BROOKS AVE,2,2
51.1074,CENTRAL AVE,2,2
51.1074,CHESTNUT ST,6,6
51.1074,CHRISTOPHER AVE,6,6
51.1074,E DIAMOND AVE,2,2
51.1074,EDUCATION BLVD,2,2
51.1074,FREDERICK RD,596,596
51.1074,LAKE FOREST BLVD,2,2
51.1074,MIDCOUNTY HWY,2,2
51.1074,MONTGOMERY AVE,3,3
51.1074,MONTGOMERY VILLAGE AVE,5,5
51.1074,N WESACURAAND DR,2,2
51.1074,OAKMONT AVE,2,2
51.1074,ODENDHAL AVE,4,4
51.1074,ONEILL DR,1,1
51.1074,PARAMOUNT DR,2,2
51.1074,PINEY BRANCH RD,2,2
51.1074,PROFESSIONAL DR,2,2
51.1074,QUINCE ORCHARD RD,2,2
51.1074,S FREDERICK RD,163,163
51.1074,S SUMMIT AVE,2,2
51.1074,S WESACURAAND DR,1,1
51.1074,SHADY GROVE RD,4,4
51.1074,TRAVIS AVE,1,1
51.1074,UNISSANVERSITY BLVD E,2,2
51.1074,WATKINS MILL RD,4,4
51.1074,WHEATFIELD DR,1,1
52.1071,,1,1
52.1071,NO NAME,2,2
54.4428,,3,3
54.4428,BROOKEVILLE RD,1,1
54.4428,DAMASCUS RD,2,2
54.4428,GEORGIA AVE,101,101
54.4428,GOLD MINE RD,3,3
54.4428,HIGH ST,1,1
54.4428,MARKET ST,2,2
54.4428,MT CARMEL CEMETERY RD,3,3
54.4428,NEW HAMPSHIRE AVE,2,2
54.4428,OLNEY SANDY SPRING RD,4,4
54.4428,OWENS RD,1,1
54.4428,PRINCE PHILIP DR,2,2
54.4428,QUEEN ELIZABETH DR,2,2
54.4428,WATER ST,2,2
55.4645,NEW HAMPSHIRE AVE,2,2
55.4645,UNKNOWNRCOUNTY CONNECTOR,1,1
56.0303,,33,33
56.0303,CABIN JOHN PKENWORTHY,1,1
56.0303,CHURCH ST,6,6
56.0303,COLLEGE PKENWORTHY,2,2
56.0303,DODGE ST,2,2
56.0303,E GUDE DR,11,11
56.0303,E MIDDLE LA,2,2
56.0303,FREDERICK RD,242,242
56.0303,HALPINE RD,1,1
56.0303,HUNGERFORD DR,154,154
56.0303,NORBECK RD,1,1
56.0303,PARK RD,3,3
56.0303,REDLAND RD,7,7
56.0303,ROCKVILLE PIKE,31,31
56.0303,SHADY GROVE RD,8,8
56.0303,VEIRS MILL RD,28,28
56.0303,W GUDE DR,4,4
56.0303,W MONTGOMERY AVE,2,2
56.0303,WATKINS POND BLVD,2,2
56.1375,CAPITAL BELTWAY,2,2
56.1375,EISENHOWER MEMORIAL HWY,15,15
56.1375,RAMP 1 FR MD 355 NB TO IS 270 WB,1,1
56.1375,ROCKLEDGE DR,2,2
56.1375,SEVEN LOCKS RD,3,3
56.8242,LITACURAE SENECA PKENWORTHY,1,1
56.8242,UNKNOWNRCOUNTY CONNECTOR,2,2
57.1039,COLUMBIA PIKE,35,35
57.1039,SANDY SPRING RD,3,3
60.2904,,11,11
60.2904,CAPITAL BELTWAY,2,2
60.2904,COLESVILLE RD,256,256
60.2904,COLUMBIA PIKE,215,215
60.2904,HILLWOOD DR,2,2
60.2904,LOCKENWORTHOOD DR,6,6
60.2904,LORAIN AVE,2,2
60.2904,NEW HAMPSHIRE AVE,3,3
60.2904,NORTHWEST DR,2,2
60.2904,PLYMOUTH ST,1,1
60.2904,PRELUDE DR,2,2
60.2904,SPRING ST,2,2
60.2904,UNISSANVERSITY BLVD E,28,28
60.2904,UNISSANVERSITY BLVD W,1,1
63.614,CAPITAL BELTWAY,2,2
63.614,OLD GEORGETOWN RD,2,2
70.6738,,2,2
70.6738,BLACKBURN RD,5,5
70.6738,BRIGGS CHANEY RD,5,5
70.6738,COLUMBIA PIKE,221,221
70.6738,FAIRLAND RD,6,6
70.6738,OLD COLUMBIA PIKE,5,5
70.6738,SANDY SPRING RD,2,2
72.6698,EISENHOWER MEMORIAL HWY,24,24
72.6698,RAMP 1 FR IS 270 NB TO MD 28 WB,3,3
74.2313,EISENHOWER MEMORIAL HWY,12,12
74.2313,FIRST ST,2,2
74.2313,HUNGERFORD DR,2,2
102.3979,EISENHOWER MEMORIAL HWY,11,11
102.3979,FALLS RD,1,1
103.0528,EISENHOWER MEMORIAL HWY,4,4
106.6422,EISENHOWER MEMORIAL HWY,18,18
106.6422,FATHER HURLEY BLVD,1,1
106.6422,HUNGERFORD DR,2,2
110.1001,CAPITAL BELTWAY,35,35
110.1001,RAMP 4 FR MD 650 NB TO IS 495 EB,2,2
110.1001,UNISSANVERSITY BLVD E,3,3
110.3292,CAPITAL BELTWAY,60,60
110.3292,COLESVILLE RD,2,2
110.8026,BUREAU DR,1,1
110.8026,EISENHOWER MEMORIAL HWY,28,28
110.8026,RAMP 8 FR RAMP 5 TO SHADY GROVE RD,1,1
110.8026,S/B I-270,4,4
110.8331,EISENHOWER MEMORIAL HWY,30,30
110.8331,UNKNOWNRSTATE 270 S/B,2,2
112.5553,,1,1
112.5553,UNKNOWNRCOUNTY CONNECTOR,7,7
114.8737,CAPITAL BELTWAY,67,67
114.8737,CONNECTICUT AVE,2,2
114.8737,RAMP 2 FR IS 495 WB TO MD 193 NB,1,1
117.8291,,1,1
117.8291,EISENHOWER MEMORIAL HWY,30,30
123.7503,CAPITAL BELTWAY,2,2
127.8091,,1,1
127.8091,EISENHOWER MEMORIAL HWY,31,31
127.8091,RANDOLPH RD,4,4
127.8091,SAM EIG HWY,2,2
135.1456,CAPITAL BELTWAY,15,15
135.1456,I-495 S/B,3,3
139.745,CAPITAL BELTWAY,18,18
157.0723,,1,1
157.0723,EISENHOWER MEMORIAL HWY,67,67
157.0723,METRO ACCESS RD,1,1
157.0723,MIDDLEBROOK RD,2,2
157.0723,RAMP 8 FR IS 270 SB TO MD 124 WB,3,3
157.0723,ROCKVILLE PIKE,2,2
157.0723,W DIAMOND AVE,1,1
157.0723,WATKINS MILL RD,2,2
157.0723,WEST WATKINS MILL ROAD,2,2
170.02,CAPITAL BELTWAY,57,57
